Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
-0.04799999999999997,0.9282758210790585,0.784,0.196,0.392,0.8640000000000001,0.9295160030897801,0.23237900077244503,0.46475800154489005,1.5214515486254614,0.568
