Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.975
leaf_2,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.8799999999999999
leaf_3,3,17,3,2,0.5,0.6,0.5454545454545454,0.8,0.75
leaf_4,1,19,1,4,0.5,0.2,0.28571428571428575,0.8,0.7549999999999999
leaf_5,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.98
Micro_avg,18,93,7,7,0.72,0.72,0.72,0.72,0.8976000000000001
Macro_avg,-,-,-,-,0.6933333333333334,0.72,0.6898701298701299,0.8879999999999999,0.868
StandardScaler_feat5_KNeighborsClassifier model classification performance report,,,,,,,,,
