Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
-0.04800000000000001,1.2384248059531109,1.152,0.288,0.576,1.5360000000000003,1.2393546707863734,0.30983866769659335,0.6196773353931867,1.141088661469096,0.23199999999999987
