Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,2,17,3,3,0.4,0.4,0.4000000000000001,0.76,0.86
leaf_2,2,17,3,3,0.4,0.4,0.4000000000000001,0.76,0.8
leaf_3,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.995
leaf_4,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.9500000000000001
leaf_5,4,20,0,1,1.0,0.8,0.888888888888889,0.96,1.0
Micro_avg,17,92,8,8,0.68,0.68,0.68,0.68,0.9302
Macro_avg,-,-,-,-,0.6866666666666668,0.68,0.6795959595959595,0.8719999999999999,0.921
StandardScaler_feat_all_RandomForestClassifier model classification performance report,,,,,,,,,
