Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.965
leaf_2,1,18,2,4,0.3333333333333333,0.2,0.25,0.76,0.6799999999999999
leaf_3,2,15,5,3,0.2857142857142857,0.4,0.3333333333333333,0.68,0.575
leaf_4,1,15,5,4,0.16666666666666666,0.2,0.1818181818181818,0.64,0.535
leaf_5,5,20,0,0,1.0,1.0,1.0,1.0,1.0
Micro_avg,12,87,13,13,0.48,0.48,0.48,0.48,0.8
Macro_avg,-,-,-,-,0.5071428571428571,0.4800000000000001,0.48636363636363633,0.792,0.751
StandardScaler_feat_all_RandomForestClassifier model classification performance report,,,,,,,,,
