Preprocessing_chain,Sample_ID,Label,Validation_group,Test,Train,X_shape,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45
2_0_%#1-5_0_%#1-,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,leaf_1,1,1,"(46,)",4,1335.7762,1294.9214,866.7695,799.89343,774.59937,822.0635,806.9433,818.4142,872.6145,1150.0817,1840.003,2436.8428,2620.3274,2591.5925,2255.3296,1993.5238,1888.3734,1712.0317,1598.4634,1399.65,1137.5366,922.50037,971.31067,2159.6577,4210.6123,5492.818,6177.8247,6388.9175,6443.548,6425.0815,6430.124,6457.2085,6500.347,6508.9795,6544.8247,6597.7666,6624.6855,6652.789,6650.4346,6639.7437,6606.586,6537.855,6445.086,6147.4893,6080.821,6089.85
,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,1_2,leaf_1,1,1,"(46,)",4,1269.7277,1380.421,843.19476,769.60394,810.1092,810.82764,815.78815,824.1776,875.3289,1117.65,1757.1184,2331.0408,2505.0618,2475.337,2134.1,1890.3711,1780.8329,1613.5922,1503.8486,1321.7764,1097.6382,918.9237,984.6605,1987.0303,3993.8474,5351.921,6085.15,6316.0303,6369.851,6352.3276,6383.6304,6401.3237,6437.4644,6442.7354,6490.1133,6516.154,6510.6157,6557.024,6581.959,6564.796,6516.862,6454.8804,6449.8027,6053.8594,6075.8555,5971.55
,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,leaf_1,1,1,"(46,)",4,1562.3663,1489.3527,819.9442,784.6021,739.1116,761.9884,770.55896,774.53156,848.4853,1189.3989,2005.6263,2678.2683,2897.7136,2868.1726,2480.3884,2182.3547,2050.578,1835.9073,1681.0947,1461.4305,1148.138,869.3221,911.43054,2256.501,4369.5317,5670.784,6324.123,6495.88,6561.416,6533.9927,6541.5737,6580.922,6624.693,6652.697,6708.5557,6730.552,6729.408,6753.601,6788.5356,6791.16,6780.6147,6675.8496,6619.701,6318.297,6188.746,6104.9653
,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,leaf_1,1,1,"(46,)",4,1693.3054,1487.6094,880.769,885.1535,813.6403,856.88654,842.3663,862.10236,914.4868,1171.4656,1854.6246,2469.2837,2655.7817,2624.6787,2258.2102,1989.9545,1879.4418,1690.4995,1571.6824,1384.2583,1148.3136,949.0223,1005.81714,2054.3328,4124.4385,5555.9585,6314.22,6555.4478,6618.0264,6616.555,6610.1025,6662.4053,6675.2607,6716.9165,6755.2725,6763.719,6808.9917,6839.483,6819.324,6812.4346,6818.7764,6740.647,6610.1226,6421.845,6271.158,6111.714
,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,leaf_1,1,1,"(46,)",4,1837.5769,1506.9541,1014.324,895.6221,841.1605,913.1102,908.679,922.1494,1003.42456,1361.7626,2215.0474,2929.332,3144.7449,3113.114,2687.7803,2376.5598,2240.0466,2011.8861,1858.3232,1626.3728,1301.2833,1014.48816,1056.656,2439.608,4702.3438,6165.571,6962.4795,7206.0127,7270.3306,7270.1064,7276.677,7314.855,7347.7124,7391.678,7420.8174,7447.478,7479.8594,7514.5312,7517.8594,7551.48,7549.927,7468.33,7361.943,7078.244,6896.086,6827.026
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,leaf_2,1,1,"(46,)",3,1471.6018,1387.873,745.5463,573.5066,552.24207,569.79364,580.68384,573.34125,621.9008,835.9603,1415.1772,1934.4656,2106.9246,2056.6033,1712.2024,1465.4246,1375.1892,1194.701,1083.1283,963.4127,776.9259,597.26324,640.00793,1441.6865,3214.389,4569.8306,5351.0674,5635.1562,5679.4854,5756.967,5741.8716,5763.0767,5812.4644,5806.7646,5856.7817,5835.5107,5832.6216,5895.0054,5871.9023,5851.6206,5914.5386,5811.414,5768.5186,5516.737,5386.2314,5314.426
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,leaf_2,1,1,"(46,)",3,1491.5974,1127.9261,601.6478,420.41217,387.65305,422.25305,427.4261,421.13043,463.79303,660.8565,1157.7653,1621.2269,1770.5304,1727.5479,1421.7139,1213.7227,1124.2513,966.7661,869.7835,760.17566,592.2383,440.19565,476.3913,1180.2991,2759.6226,3968.5383,4652.067,4877.899,4942.786,4978.7007,4992.538,5020.4746,5046.04,5053.755,5066.9775,5048.8174,5083.804,5104.954,5108.786,5090.4946,5078.441,4985.6895,4852.5454,4699.2007,4705.9688,4640.4365
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,leaf_2,1,1,"(46,)",3,1328.5437,1145.3912,604.70496,450.69855,427.2,439.27682,448.3349,449.35718,497.37772,720.42285,1300.624,1847.2217,2023.5941,1972.0316,1597.7361,1351.3783,1252.2087,1071.1238,963.4651,844.9994,650.51495,485.57654,534.3824,1346.0035,3290.071,4899.5576,5902.106,6252.285,6354.012,6362.947,6372.4536,6393.4473,6410.0474,6424.4053,6440.913,6457.0967,6467.4136,6464.986,6459.6606,6488.699,6435.2627,6338.3633,6144.17,5973.6978,5950.452,5740.277
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,leaf_2,1,1,"(46,)",3,1535.4656,1213.986,763.13385,776.9167,760.2802,836.5229,851.63544,864.6729,931.2625,1247.0912,1977.3036,2610.7454,2816.8074,2770.977,2375.0615,2092.4307,1980.4292,1763.611,1626.5203,1466.6218,1203.6875,947.98596,966.02655,2099.825,4173.665,5583.8525,6358.726,6636.9194,6713.495,6740.2754,6768.1284,6768.264,6818.6074,6808.1353,6826.7583,6843.2715,6833.986,6870.495,6872.212,6863.783,6824.5845,6741.0815,6623.3213,6413.184,6241.8096,6175.8535
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,2_5,leaf_2,1,1,"(46,)",3,1493.3043,1126.7401,619.24066,462.35196,410.8385,447.9141,460.38614,460.65115,507.88406,752.5611,1374.4565,1927.309,2109.6409,2065.7603,1708.4591,1453.528,1349.5813,1164.1372,1046.5999,904.2671,692.03107,498.99377,526.6589,1435.4513,3309.7976,4630.993,5382.439,5622.344,5696.175,5725.509,5743.9746,5751.34,5791.275,5790.28,5808.3867,5817.04,5820.824,5848.003,5834.0605,5811.042,5800.356,5749.241,5652.5483,5453.0464,5374.2944,5279.1616
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,leaf_3,1,1,"(46,)",2,1502.6768,1292.5046,626.8339,442.05487,390.46954,403.80576,395.63306,393.7615,418.09225,527.1787,921.3942,1344.8436,1481.9043,1419.2184,1093.2799,898.246,827.7517,698.49054,623.1805,557.7172,460.9983,393.86148,451.7592,883.4115,2557.3057,4356.8726,5615.3457,6073.9253,6205.5127,6226.7666,6246.8936,6289.9175,6319.9517,6356.0894,6389.9185,6425.3564,6445.3076,6453.0884,6455.6343,6471.6772,6461.8267,6395.126,6232.864,6029.985,5911.9897,5727.3696
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,leaf_3,1,1,"(46,)",2,1397.7295,1211.034,622.7066,421.62985,358.50903,366.53403,362.93576,360.11804,374.9677,462.3712,779.41736,1130.3323,1235.9757,1188.991,923.1778,764.23334,707.5972,601.4097,542.10626,484.41876,408.62222,357.12708,403.51944,746.86597,2073.6086,3517.2478,4512.7407,4895.391,5009.514,5048.088,5072.213,5093.799,5113.517,5129.359,5141.626,5153.9717,5171.257,5179.857,5176.502,5149.6636,5138.7275,5115.3525,5005.002,4851.39,4764.538,4728.69
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,leaf_3,1,1,"(46,)",2,1402.3739,1161.418,705.19916,529.68823,485.89035,496.04706,492.17178,490.31952,508.44672,617.148,980.4144,1378.577,1505.259,1454.3718,1159.2588,977.31793,909.5387,790.2246,723.235,656.0202,562.6688,501.2215,545.50806,960.2375,2475.6582,4048.943,5113.9077,5488.1504,5602.852,5627.658,5648.2075,5680.478,5698.6084,5715.5127,5737.1104,5751.5117,5776.141,5782.084,5790.385,5780.1406,5762.3823,5702.1104,5594.16,5442.324,5381.197,5283.9956
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,leaf_3,1,1,"(46,)",2,1450.7115,1207.356,646.9394,462.79813,391.14624,405.98312,398.54343,397.4403,422.1244,552.15784,963.90314,1404.0413,1546.8794,1491.5613,1171.8896,974.09406,901.355,762.33685,680.8931,608.09314,497.06406,416.17438,464.92093,945.39404,2602.1477,4237.343,5315.31,5687.4155,5778.574,5802.5454,5823.6313,5848.6187,5892.05,5922.61,5951.317,5969.47,5977.945,5988.1323,5985.0493,6011.2217,5972.6553,5882.4087,5777.164,5585.4683,5521.8374,5320.7285
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,leaf_3,1,1,"(46,)",2,1315.7831,1149.4526,617.3546,392.03238,328.1517,355.25845,346.6198,356.4681,380.30194,540.5459,1010.9589,1494.4565,1646.5222,1589.2981,1247.7836,1029.5555,951.77924,797.01447,705.673,621.4227,482.1121,384.61255,447.9976,1033.154,2835.3584,4518.6445,5642.0107,6004.821,6095.3193,6107.917,6123.2783,6156.921,6185.0137,6218.592,6267.444,6296.28,6310.086,6315.103,6334.98,6332.974,6277.4697,6230.8237,6038.058,5882.6406,5801.6865,5693.77
,File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,leaf_4,1,1,"(46,)",1,1412.2821,1244.0278,769.4156,701.2019,622.6783,624.7566,613.884,613.384,629.8377,692.133,958.59766,1303.3486,1418.957,1361.5005,1096.1326,951.31366,895.2618,806.0953,756.2085,713.39056,657.89856,622.8052,685.7189,977.5764,2467.372,4362.2144,5777.797,6342.2256,6484.897,6503.826,6495.441,6522.6924,6546.9814,6572.115,6609.68,6621.281,6634.704,6687.259,6665.679,6682.71,6641.171,6594.0215,6409.5615,6204.642,6058.2764,6043.2686
