Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,4,16,4,1,0.5,0.8,0.6153846153846154,0.8,0.8800000000000001
leaf_2,1,19,1,4,0.5,0.2,0.28571428571428575,0.8,0.88
leaf_3,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.88
leaf_4,3,16,4,2,0.42857142857142855,0.6,0.5,0.76,0.855
leaf_5,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.9450000000000001
Micro_avg,14,89,11,11,0.56,0.56,0.56,0.56,0.8958
Macro_avg,-,-,-,-,0.5857142857142856,0.56,0.5468864468864468,0.8240000000000001,0.8880000000000001
StandardScaler_feat5_KNeighborsClassifier model classification performance report,,,,,,,,,
