Sample_ID,Label,leaf_1_probability_Cooks_distance_like,leaf_2_probability_Cooks_distance_like,leaf_3_probability_Cooks_distance_like,leaf_4_probability_Cooks_distance_like,leaf_5_probability_Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,0.015863689776733258,0.008361204013377923,0.008695652173913045,0.012116892373485386,0.004688832054560954
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,1_2,0.009647284791339267,0.005949656750572082,0.0037781911183445704,0.0027611194402798606,0.0008616118769883349
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,0.01674500587544066,0.00929022668153103,0.009782608695652173,0.002851033499643621,0.0008525149190110821
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,0.016745005875440658,0.009104422147900406,0.028623188405797095,0.008196721311475407,0.006393861892583118
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.011066003143006807,0.010659801678108316,0.003148492598620476,0.008120939530234881,0.006031283138918345
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,0.0029377203290246773,0.00315867707172055,0.006159420289855073,0.0021382751247327157,0.003410059676044332
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,0.008512310110005238,0.006445461479786421,0.004030070526234208,0.007471264367816091,0.0034464475079533396
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,0.004539898725336128,0.006445461479786421,0.0013853367433930093,0.0038980509745127436,0.007180098974902793
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,0.00264394829612221,0.0011148272017837235,0.009420289855072464,0.003563791874554526,0.005541346973572039
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,2_5,0.014187183516675396,0.018592677345537757,0.004281949934123847,0.008445777111444277,0.006031283138918345
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.005287896592244418,0.009476031215161647,0.019927536231884056,0.003563791874554526,0.004262574595055412
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,0.0091069330199765,0.005202526941657375,0.015217391304347823,0.00481111903064861,0.0025575447570332483
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,0.0052878965922444204,0.004087699739873653,0.011231884057971014,0.003741981468282252,0.011935208866155159
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,0.001702462022001047,0.0032227307398932114,0.0012593970394481901,0.006171914042978511,0.006605691056910567
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,0.010782259472673304,0.011651411136536996,0.0012593970394481904,0.003898050974512743,0.003733651466949452
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,0.017308363890343983,0.013386727688787186,0.0025187940788963803,0.016729135432283857,0.01033934252386002
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.010869565217391306,0.008175399479747304,0.019927536231884053,0.0064148253741981446,0.004262574595055413
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,4_3,0.0028374367033350795,0.004462242562929063,0.0013853367433930095,0.007308845577211394,0.006318487097914456
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,4_4,0.009400705052878967,0.004459308807134893,0.006521739130434782,0.0014255167498218103,0.0017050298380221652
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,0.015605901868342932,0.018096872616323416,0.003400372006510114,0.004872563718140929,0.010626546482856132
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,5_1,0.006756756756756757,0.004273504273504273,0.010507246376811599,0.007483962936564503,0.005541346973572038
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,5_2,0.01410105757931845,0.005574136008918617,0.021014492753623187,0.0064148253741981446,0.015345268542199487
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,5_3,0.0028374367033350795,0.003718535469107552,0.0016372161512826471,0.006821589205397299,0.013211382113821134
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,5_4,0.0091069330199765,0.007989594946116684,0.0068840579710144935,0.0012473271560940842,0.004262574595055414
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,5_5,0.0034049240440020955,0.007189168573607934,0.0027706734867860186,0.005197401299350324,0.007754506892895015
