Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,2,18,2,3,0.5,0.4,0.4444444444444445,0.8,0.905
leaf_2,3,17,3,2,0.5,0.6,0.5454545454545454,0.8,0.8700000000000001
leaf_3,5,20,0,0,1.0,1.0,1.0,1.0,1.0
leaf_4,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.835
leaf_5,4,18,2,1,0.6666666666666666,0.8,0.7272727272727272,0.88,0.91
Micro_avg,17,92,8,8,0.68,0.68,0.68,0.68,0.9266000000000001
Macro_avg,-,-,-,-,0.6833333333333333,0.68,0.6767676767676768,0.8720000000000001,0.9040000000000001
StandardScaler_feat_all_RandomForestClassifier model classification performance report,,,,,,,,,
