Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
0.06666666666666668,0.9043106644167025,0.8666666666666667,0.21666666666666667,0.43333333333333335,0.8222222222222223,0.9067647005823629,0.22669117514559073,0.45338235029118146,1.559625734730109,0.5888888888888888
