Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,17,3,0,0.625,1.0,0.7692307692307693,0.88,0.925
leaf_2,2,20,0,3,1.0,0.4,0.5714285714285715,0.88,0.925
leaf_3,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.7450000000000001
leaf_4,4,18,2,1,0.6666666666666666,0.8,0.7272727272727272,0.88,0.8800000000000001
leaf_5,5,20,0,0,1.0,1.0,1.0,1.0,1.0
Micro_avg,19,94,6,6,0.76,0.76,0.76,0.76,0.9044
Macro_avg,-,-,-,-,0.8083333333333332,0.76,0.7469197469197469,0.9039999999999999,0.8950000000000001
StandardScaler_feat5_KNeighborsClassifier model classification performance report,,,,,,,,,
