Sample_ID,Label,leaf_1_probability_Cooks_distance_like,leaf_2_probability_Cooks_distance_like,leaf_3_probability_Cooks_distance_like,leaf_4_probability_Cooks_distance_like,leaf_5_probability_Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,0.01706887381997075,0.01080308469618402,0.019625603864734303,0.008627493184101017,0.008228566439671731
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,1_2,0.06119162640901771,0.05697151424287856,0.005521048999309871,0.005135227661759671,0.03010033444816054
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,0.06521739130434782,0.047226386806596694,0.013802622498274672,0.004279356384799726,0.03762541806020067
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,0.023982848025528514,0.02398284802552852,0.0026167471819645723,0.013524178504807005,0.01532215819800943
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.0177133655394525,0.012743628185907048,0.00862663906142167,0.002054091064703868,0.010033444816053512
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,0.0015124318574657617,0.0015124318574657625,0.0013083735909822857,0.017021810876739846,0.020429544264012566
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,0.0028088020210078443,0.002808802021007846,0.007850241545893722,0.011192423590185104,0.011917234154007333
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,0.004830917874396134,0.08020989505247374,0.04623878536922015,0.004450530640191714,0.014214046822742474
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,0.04025764895330112,0.04422788605697151,0.020013802622498276,0.00718931872646354,0.044314381270903015
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,2_5,0.0062657891237867325,0.006265789123786732,0.005233494363929149,0.0076947912182522595,0.008228566439671731
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.0015124318574657617,0.0023766786331604842,0.09812801932367149,0.015622757927966706,0.016457132879343455
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,0.03542673107890499,0.032983508245877056,0.04071773636991029,0.018144471071550837,0.010033444816053514
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,0.01145126977795506,0.011667331471878739,0.01700885668276973,0.012591476538958243,0.019862056923345556
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,0.0249597423510467,0.020239880059970013,0.010006901311249138,0.0047928791509756945,0.0025083612040133767
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,0.027375201288244767,0.03973013493253373,0.007246376811594205,0.002225265320095857,0.0008361204013377922
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,0.002592740327084163,0.002592740327084165,0.011775362318840583,0.009327019658487585,0.008796053780338747
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.0015124318574657617,0.0015124318574657625,0.005233494363929149,0.004430334337781605,0.0031211803736685855
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,4_3,0.015297906602254427,0.011994002998500751,0.004485852311939269,0.004279356384799726,0.004180602006688963
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,4_4,0.024959742351046695,0.018740629685157422,0.008281573498964806,0.0037658336186237582,0.0033444816053511688
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,0.020741922616673316,0.021606169392368035,0.023550724637681163,0.006762089252403499,0.009363541121005762
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,5_1,0.018518518518518514,0.013493253373313344,0.009661835748792272,0.00718931872646354,0.010869565217391304
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,5_2,0.00021606169392368073,0.00021606169392368027,0.009158615136876007,0.005363036303630363,0.00680984808800419
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,5_3,0.04830917874396135,0.03748125937031484,0.010697032436162872,0.007874015748031496,0.007525083612040131
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,5_4,0.0008642467756947211,0.0008642467756947218,0.018317230273752018,0.025649304060840872,0.04142657586869215
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,5_5,0.03140096618357488,0.03523238380809596,0.010351966873706004,0.010270455323519341,0.01003344481605351
