Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.9950000000000001
leaf_2,4,20,0,1,1.0,0.8,0.888888888888889,0.96,0.995
leaf_3,4,17,3,1,0.5714285714285714,0.8,0.6666666666666666,0.84,0.9400000000000001
leaf_4,1,19,1,4,0.5,0.2,0.28571428571428575,0.8,0.7750000000000001
leaf_5,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.9950000000000001
Micro_avg,19,94,6,6,0.76,0.76,0.76,0.76,0.9484
Macro_avg,-,-,-,-,0.7476190476190477,0.76,0.7318903318903318,0.9039999999999999,0.9400000000000001
StandardScaler_feat5_RandomForestClassifier model classification performance report,,,,,,,,,
