Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.96
leaf_2,3,20,0,2,1.0,0.6,0.7499999999999999,0.92,0.835
leaf_3,3,16,4,2,0.42857142857142855,0.6,0.5,0.76,0.7250000000000001
leaf_4,2,18,2,3,0.5,0.4,0.4444444444444445,0.8,0.8150000000000001
leaf_5,5,20,0,0,1.0,1.0,1.0,1.0,1.0
Micro_avg,18,93,7,7,0.72,0.72,0.72,0.72,0.8952
Macro_avg,-,-,-,-,0.7523809523809524,0.72,0.7207070707070707,0.8879999999999999,0.867
StandardScaler_feat5_RandomForestClassifier model classification performance report,,,,,,,,,
