Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
-0.04000000000000001,0.9629584045476154,0.9466666666666665,0.23666666666666664,0.4733333333333333,0.9288888888888889,0.9637888196533974,0.24094720491334934,0.4818944098266987,1.4673479641335556,0.5355555555555556
