Sample_ID,Label,leaf_1_probability_Cooks_distance_like,leaf_2_probability_Cooks_distance_like,leaf_3_probability_Cooks_distance_like,leaf_4_probability_Cooks_distance_like,leaf_5_probability_Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,0.021739130434782608,0.0007496251874062968,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,1_2,0.021739130434782608,0.0007496251874062968,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,0.005434782608695651,0.005887681159420289,0.0,0.0016821946169772253,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,0.021739130434782608,0.0007496251874062968,0.0007246376811594202,0.0015527950310559003,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.0036231884057971,0.0029438405797101446,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,0.0,0.0014719202898550723,0.0,0.0,0.00181159420289855
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,0.0,0.0007496251874062968,0.0007246376811594202,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,0.00181159420289855,0.0029438405797101446,0.0010704874835309613,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,0.021739130434782608,0.0007496251874062968,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,2_5,0.0,0.004415760869565217,0.0,0.0033643892339544506,0.00181159420289855
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.0,0.0,0.002173913043478261,0.0,0.005434782608695651
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,0.0,0.0029438405797101446,0.003211462450592884,0.0016821946169772253,0.0036231884057971
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,0.0,0.0007496251874062968,0.0014492753623188404,0.0015527950310559003,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,0.0,0.0007496251874062968,0.002173913043478261,0.0015527950310559003,0.0018115942028985503
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,0.0,0.0,0.004281949934123845,0.0033643892339544506,0.0036231884057971
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,0.0,0.0,0.0007246376811594202,0.004658385093167701,0.0036231884057971006
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.0,0.0007496251874062968,0.002898550724637681,0.012422360248447206,0.005434782608695651
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,4_3,0.00181159420289855,0.004415760869565217,0.0010704874835309613,0.008410973084886126,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,4_4,0.0,0.0,0.0010704874835309613,0.005046583850931676,0.0036231884057971
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,0.0,0.0029438405797101446,0.0,0.006728778467908901,0.0036231884057971
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,5_1,0.0,0.0,0.0007246376811594202,0.0,0.0018115942028985503
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,5_2,0.00181159420289855,0.004415760869565217,0.0,0.0016821946169772253,0.005434782608695651
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,5_3,0.0,0.0,0.0007246376811594202,0.0,0.0018115942028985503
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,5_4,0.0,0.0,0.0007246376811594202,0.0015527950310559003,0.0036231884057971006
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,5_5,0.0,0.0,0.0,0.0016821946169772253,0.00181159420289855
