Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.955
leaf_2,1,17,3,4,0.25,0.2,0.22222222222222224,0.72,0.6
leaf_3,1,14,6,4,0.14285714285714285,0.2,0.16666666666666666,0.6,0.6599999999999999
leaf_4,2,16,4,3,0.3333333333333333,0.4,0.3636363636363636,0.72,0.7150000000000001
leaf_5,0,18,2,5,0.0,0.0,,0.72,0.6199999999999999
Micro_avg,9,84,16,16,0.36,0.36,0.36,0.36,0.741
Macro_avg,-,-,-,-,0.3119047619047619,0.36,0.33232323232323235,0.744,0.71
StandardScaler_feat_all_KNeighborsClassifier model classification performance report,,,,,,,,,
